16/04/1985,Etobicoke,Ontario,M9B,,2000 VO1 BIGTRAIN  1999 VO1 MEKKA  1998 RA1 RUSTY  1997 FR1 WINDY
16/04/1985,Waterloo,Ontario,N2K,,2000 VO1 FRESH
17/04/1985,Coburg,Ontario,K9A,,2000 VO4 SAX  1999 VO4 LUTHER;KOUNSELLOR  1998 RA4 LIPTON;MAESTRO
17/04/1985,Mississauga,Ontario,L5L,,1998 RA1 LINK
18/04/1985,Burlington,Ontario,L7P,,1995 FR5 PFEIFFER
25/04/1985,Toronto,Ontario,M4S,,1996 RO2 SOCKIT;KEI  1994 RO5 MURDOCH
26/04/1985,Hamilton,Ontario,L8P,,1998 RA2 REV;CRASH  1997 FR1 WIGGUM  1997 FR4 BLUE  1995 RO3 LITTLE JOHN  1993 RO5 YUKON
26/04/1985,Niagara Falls,Ontario,L2G,,1997 FR1 CHIA  1996 FR1 LOCO
26/04/1985,Scarborough,Ontario,M1B,,1999 VO3 BIGTRAIN
26/04/1985,Scarborough,Ontario,M1C,,1998 VO5 HAVOC  1997 VO5 ROLAND  1996 RA5 ESSO  1995 FR5 KUDA
26/04/1985,Whitby,Ontario,L1R,,2000 VO3 JOSE
27/04/1985,Caledonia,Ontario,N3W,,1999 VO1 LIPTON  1998 VO5 SLICK  1997 FR1 WIGGUM  1996 FR5 GIANT
27/04/1985,Hamilton,Ontario,L8P,,1995 RO3 LITTLE JOHN
28/04/1985,Elmira,Ontario,N3B,,1999 VO2 DUKE  1998 RA2 TOFU;  1998 VO5 LINK  1997 RA5 DEEMO  1996 FR5 DRIFT
28/04/1985,Tobermory,Ontario,N0H,,1997 RA5 JEX  1996 RO1 CHICO;WINDY
28/04/1985,Willowdale,Ontario,M2J,,1999 VO4 MUFASSA  1998 RA4 LIPTON;MAESTRO  1997 FR4 CHIA  1996 RO3 SOCKIT;TIGER  1995 RO4 LITTLE JOHN
30/04/1985,Oakville,Ontario,L6H,,1999 VO4 VISION  1998 RA4 SHOES
02/05/1985,Barrie,Ontario,L4N,,1997 RA5 DEEMO
04/05/1985,Mississauga,Ontario,L5J,,1997 RA5 THE  1996 FR5 GIANT  1995 FR5 PRETZ
05/05/1985,Winona,Ontario,L8E,,1999 VO4 RUSTY
08/05/1985,London,Ontario,N6K,,1999 VO2 BIGTRAIN  1998 RA2 SNORE  1997 FR2 STIX  1996 RO2 TIGER  1995 RO2 SAMSON
09/05/1985,North York,Ontario,M2N,,1999 VO3 DUNDEE  1998 RA3 REV  1997 FR3 WIGGUM
11/05/1985,Aurora,Ontario,L4G,,2000 VO2 PENDING  1999 VO2 LIPTON  1998 FR2 STANLY  1997 FR3 WINDY  1996 RO4 DIGBY
11/05/1985,Pickering,Ontario,L1V,,1999 VO3 DUNDEE  1998 RA3 BOOTS  1997 FR4 CHIA  1996 RO4 SWAT;TIPPER  1995 FR5 FLY
12/05/1985,Mississauga,Ontario,L5N,,1998 RA2 TOFU  1997 FR3 CHIA  1996 FR5 DRIFT
12/05/1985,Oakville,Ontario,L6M,,2000 VO2 SUBARU  1999 VO2 DUKE
13/05/1985,Willowdale,Ontario,M2J,,1999 VO1 SLICK;  1999 VO2 LIPTON  1998 RA2 TOFU  1997 FR2 WINDY  1996 RO3 SAX  1995 RO4 LITTLE JOHN
13/05/1985,Willowdale,Ontario,M2L,,1999 VO1 CODY  1998 RA1 SNORE
14/05/1985,Burford,Ontario,N0E,,1996 FR5 BOKA;PFEIFFER
15/05/1985,Kitchener,Ontario,N2B,,1997 FR2 JIF;DANTE  1996 RO1 SOCKIT;  1996 RO4 TIGER;STIX  1995 FR5 FLY
19/05/1985,Toronto,Ontario,M6R,,1997 FR2 WAZO  1996 RO2 ROOTBEER
20/05/1985,Scarborough,Ontario,M1T,,2000 VO2 OATS  1999 RA2 STIX;HULIO  1998 FR2 STIX  1997 RO2 MITRE
21/05/1985,Thornhill,Ontario,L3T,,1998 RA4 LIPTON;MAESTRO  1997 FR3 WAZO  1996 RO4 VADER  1995 RO4 VADOR
22/05/1985,Oakville,Ontario,L6M,,2000 VO2 SUBARU
23/05/1985,St. Mary's,Ontario,N4X,,1996 FR1 LOCO
23/05/1985,,,,Japan,2000 VO4 STIX
24/05/1985,St. Anns,Ontario,L0R,,2001 VO4 JABRITO  2000 VO1 SUBARU
25/05/1985,Brantford,Ontario,N3R,,1998 RA3 REV
27/05/1985,Toronto,Ontario,M5N,,1997 FR3 CHIA
29/05/1985,Scarborough,Ontario,M1C,,1998 VO5 HAVOC
30/05/1985,,Nova Scotia,,,2000 VO3 SUBARU;  2000 VO4 ZORRO  1999 VO4 LUTHER;KOUNSELLOR
30/05/1985,Woodbridge,Ontario,N4V,,1999 VO4 SLICK;CHIA  1998 RA4 LIPTON;MAESTRO
31/05/1985,,Wisconsin,,United States,1999 VO3 BIGTRAIN  1998 RA3 BOOTS
02/06/1985,Kanata,Ontario,K2M,,1998 RA1 LIPTON
04/06/1985,Huntsville,Ontario,P1H,,1997 RA5 SNAGGLEPUS
06/06/1985,Toronto,Ontario,M2K,,1999 VO4 MUFASSA
06/06/1985,Toronto,Ontario,M9P,,1998 FR2 DRIFT
06/06/1985,Wasaga Beach,Ontario,L0L,,1999 VO3 LUD  1998 RA3 LIPTON  1997 FR4 KEI;COSMO  1996 RO4 DIGBY
06/06/1985,Millan,,,,2001 VO1 NILES
07/06/1985,Mississauga,Ontario,L5L,,1996 RO1 CHICO;WINDY  1995 RO1 DEEMO
08/06/1985,Mississauga,Ontario,L5H,,2000 VO4 STIX
08/06/1985,,,,Japan,2000 VO4 EXIT
09/06/1985,Thornhill,Ontario,L3T,,1996 FR5 BOKA;PFEIFFER
12/06/1985,Richmond Hill,Ontario,L4B,,2000 VO3 JOSE  1999 VO3 BIGTRAIN  1998 RA3 LIPTON  1997 FR3 WIGGUM  1996 FR5 MAURICE  1995 FR5 DEEMO
12/06/1985,Toronto,Ontario,M5A,,1998 VO5 LINK
14/06/1985,Kanata,Ontario,K2L,,1999 VO4 SLICK;CHIA
14/06/1985,Kingston,Ontario,K7H,,1999 VO3 LUD  1997 FR2 CHIA
14/06/1985,Mississauga,Ontario,L5H,,1999 VO1 LIPTON
14/06/1985,,Quebec,H3Z 2S4,,1995 RO2 ESSO  1994 RO4 PRETZ
16/06/1985,Richmond Hill,Ontario,L4E,,2000 VO4 BIGTRAIN  1999 VO4 LUTHER;KOUNSELLOR  1998 RA4 SNORE  1997 FR4 STIX  1996 RO4 ROOTBEER
16/06/1985,St. Mary's,Ontario,N4X,,1998 VO1 T-MAN
19/06/1985,Kitchener,Ontario,N2E,,2002 VO4 SUBARU
20/06/1985,Ajax,Ontario,L1S,,1996 FR3 DIJON
20/06/1985,Nepean,Ontario,K2J,,1999 VO2 BIGTRAIN  1998 RA3 BOOTS  1998 RA4 WINDY;DINGO  1998 VO5 ZAZOO  1997 FR2 BUBBA;JITSU;  1997 FR3 WAZO  1996 RO3 WINDY
21/06/1985,Richmond Hill,Ontario,L4C,,2000 VO4 ROSCO
22/06/1985,Toronto,Ontario,M5P,,2000 VO3 OATS  1998 VO5 LUTHER  1997 FR2 WINDY
23/06/1985,Ancaster,Ontario,L9K,,2000 VO4 FRESH; CRAE  1999 VO4 SLICK;CHIA  1998 RA4 BOOTS  1997 FR4 HANGER  1996 FR4 SLIP;WAZO  1995 RO4 ROOT BEER  1994 RO4 OBADIAH
25/06/1985,Maxville,Ontario,K0C,,2000 VO2 LUTHER  1999 VO2 NABOO  1998 RA1 LINK  1997 FR1 WINDY
27/06/1985,Hamilton,Ontario,L8N,,1997 FR1 WIGGUM
27/06/1985,North York,Ontario,M5N,,1997 FR3 CHIA
28/06/1985,Toronto,Ontario,M5T,,1999 RA1 PACEY
29/06/1985,Maple,Ontario,L6A,,1997 FR1 CHIA
30/06/1985,Mississauga,Ontario,L5J,,1995 FR5 PRETZ
01/07/1985,Waterdown,Ontario,L0R,,1999 VO4 RUSTY
02/07/1985,Oakville,Ontario,L6M,,2000 VO2 SUBARU  1999 VO2 DUKE
03/07/1985,New Lowell,Ontario,L0M,,2001 VO5 JABRITO
04/07/1985,Newmarket,Ontario,L3Y,,2000 VO3 FEZZIK  1999 VO5 LUTHER  1998 VO5 SAX  1997 RA5 SNAGGLEPUS  1996 RO5 KEI
04/07/1985,Unionville,Ontario,L3R,,1999 VO3 DUNDEE  1998 RA3 SNORE  1997 RA3 JEX  1996 RO3 ROOTBEER  1995 RO3 JIF
06/07/1985,Brantford,Ontario,N3S,,2000 VO4 FRESH  1999 RA4 CRASH;BHANK
06/07/1985,Toronto,Ontario,M4Y,,1996 RO5 TIPPER  1995 RO5 SOCKIT
06/07/1985,,Quebec,H3C 4P2,,2000 VO4 ZORRO
08/07/1985,North York,Ontario,M2P,,1999 RA3 COLOSSUS
09/07/1985,Salford,Ontario,N0J,,1999 VO1 LIPTON  1998 VO5 LINK  1997 RO1 JAM
10/07/1985,Ancaster,Ontario,L9K,,1995 RO4 ROOT BEER
10/07/1985,Midland,Ontario,L4R,,1994 RO5 MURDOCH
12/07/1985,Mississauga,Ontario,L4Z,,1999 RA4 COLOSSUS;FARENCH
14/07/1985,Hamilton,Ontario,L9B,,2000 VO3 OATS  1999 VO3 LUD  1998 RA3 LIPTON  1997 FR3 WAZO  1996 RO4 DIGBY
15/07/1985,Brampton,Ontario,L6V,,1999 RA1 BUDS
17/07/1985,Whitby,Ontario,L1R,,2000 VO3 JOSE  1999 VO4 CRAE  1998 RA3 REV  1997 FR2 JIF;DANTE
23/07/1985,North York,Ontario,M2L,,1997 RO4 SAX
24/07/1985,Mississauga,Ontario,L5H,,2001 VO2 UHAUL;  2001 VO3 MONTY  2000 RA2 WAUZZI;BIGFINISH  1999 FR2 ORF  1998 RO2 TIGER
25/07/1985,Oakville,Ontario,L6J,,2000 VO4 CHAOS  1999 VO4 VISION  1998 RA4 SHOES  1997 FR2 WAZO  1996 RO2 KABOOSE
29/07/1985,Whitby,Ontario,L1N,,1999 VO3 DUNDEE  1998 VO5 SAX  1997 RO2 TIGER;BOB  1996 FR5 ABE
01/08/1985,Guelph,Ontario,N1E,,1997 RA5 SNAGGLEPUS
01/08/1985,Mississauga,Ontario,L5A,,1999 VO4 DIJON;PETEI
01/08/1985,Oakville,Ontario,L6J,,2000 VO4 CHAOS  1999 VO4 VISION  1998 RA4 SHOES  1997 FR2 WAZO  1996 RO2 KABOOSE
02/08/1985,Mississauga,Ontario,L5L,,1998 RA1 LINK  1996 FR5 BOKA;PFEIFFER
03/08/1985,Welland,Ontario,L3C,,1996 RO4 VADER  1994 FR5 GRIFF
07/08/1985,Dundas,Ontario,L9H,,1999 VO5 MEKKA  1998 VO5 SLICK  1997 RO4 STEAM;UTAH
07/08/1985,Mississauga,Ontario,L5L,,2000 VO2 PENDING  1999 RA4 HOBY  1998 FR4 STIX  1997 RO2 SWAT;MILLHOUSE  1996 RO1 SAX
08/08/1985,Tobermory,Ontario,N0H,,1999 VO5 MEKKA  1998 VO5 LUTHER  1997 RA5 JEX  1996 RO1 CHICO;WINDY
09/08/1985,Newmarket,Ontario,L3X,,1999 VO3 BIGTRAIN  1998 RA3 DECA  1997 RO3 STEAM  1996 RO2 KABOOSE  1994 RO5 RICO
09/08/1985,,,,Japan,2000 VO4 STIX
12/08/1985,Mississauga,Ontario,L5A,,2002 VO5 CRAE;PETIE
12/08/1985,St. Catharines,Ontario,L2N,,1999 VO4 DIJON;PETEI  1996 FR5 STERN  1995 FR5 DEEMO  1994 RO5 DEEMO
13/08/1985,Ottawa,Ontario,K1G,,1996 RO1 JIFF
14/08/1985,Belleville,Ontario,K8N,,1998 FR1 STIX  1996 FR5 STERN  1995 FR5 DEEMO  1994 RO5 DEEMO
14/08/1985,Toronto,Ontario,M6P,,1997 FR2 WAZO;  1997 FR3 WINDY
16/08/1985,Markham,Ontario,L6C,,1999 VO5 MEKKA
16/08/1985,Richmond Hill,Ontario,L4C,,2001 VO5 BEC
16/08/1985,,Quebec,H9B 1H5,,1997 RO2 STARTER;ROCKY
16/08/1985,,,,Bermuda,1998 FR1 BOMBER;COSMO  1997 RO1 SAX
17/08/1985,,Michigan,,United States,2002 VO1 KOUNSELLOR  2001 VO1 NILES  1998 FR2 GRUBB  1997 RO2 SWAT;MILLHOUSE  1996 RO1 ROOTBEER;KABOOSE
17/08/1985,Milton,Ontario,L9T,,2000 VO1 ZORRO  1999 VO1 CODY  1998 FR1 BOMBER;COSMO  1997 RA5 BIT
17/08/1985,Scarborough,Ontario,M1R,,1998 FR2 STIX
18/08/1985,Burlington,Ontario,L7M,,2000 VO4 CRAE  1999 RA2 REV  1998 FR4 UTAH;MAVIC;  1998 RA5 BIGTRAIN  1997 RO2 STARTER;ROCKY  1996 RO4 VADER  1994 RO5 LAKER
18/08/1985,Etobicoke,Ontario,M9C,,2000 VO1 BIGTRAIN  1999 VO1 MEKKA  1998 RA1 RUSTY
19/08/1985,Gormley,Ontario,L0H,,1999 RA3 PACEY
19/08/1985,Mississauga,Ontario,L5L,,1995 FR5 PFEIFFER
20/08/1985,Dundas,Ontario,L9H,,1999 RA1 HAMISH;COLOSSUS  1997 RA2 RINGO  1996 FR2 BOKA;HANGER
21/08/1985,Burlington,Ontario,L7M,,1996 RO4 KABOOSE;STEAM
21/08/1985,Richmond Hill,Ontario,L4S,,2000 VO1 SUBARU
22/08/1985,North Bay,Ontario,P1A,,1999 RA1 PACEY
23/08/1985,West Hill,Ontario,M1C,,1998 FR2 BOMBER  1997 RO3 SWAT
24/08/1985,Etobicoke,Ontario,M9B,,1999 VO1 MEKKA  1998 RA1 RUSTY
24/08/1985,Gormley,Ontario,L0H,,1999 VO1 BIGTRAIN
24/08/1985,Moose Creek,Ontario,K0C,,2000 VO2 LUTHER
25/08/1985,Hamilton,Ontario,L8S,,1999 RA2 REV  1998 FR1 BUDDY
26/08/1985,London,Ontario,N6M,,1998 RA2 REV;CRASH
26/08/1985,,,,Japan,2000 VO4 EXIT
27/08/1985,Uxbridge,Ontario,L9P,,2000 VO1 STIX  1999 RA1 BUCKWA
28/08/1985,Niagara Falls,Ontario,L2J,,1998 RA3 REV  1997 FR3 WINDY  1996 RO3 SOCKIT;TIGER
28/08/1985,Oakville,Ontario,L6J,,1999 RA4 CRASH;BHANK  1998 FR4 LUTHER;HOLMES  1997 RO4 STARTER;HOOVER  1996 RO3 SOCKIT;TIGER
28/08/1985,Scarborough,Ontario,M1T,,1999 VO4 MUFASSA  1998 VO5 SLICK
02/09/1985,Toronto,Ontario,M8V,,1995 RO5 SOCKIT
06/09/1985,Kitchener,Ontario,N2N,,1997 RA5 THE  1996 RO5 DIGBY  1995 RO5 ESSO
06/09/1985,Mississauga,Ontario,L5H,,1999 RA4 ZAPHA;TIGER  1998 FR3 GRUBB
08/09/1985,Scarborough,Ontario,M1W,,1999 RA2 PACEY;MR.CLEAN  1998 FR3 UTAH
09/09/1985,Baysville,Ontario,P0B,,1998 FR5 BOMBER
10/09/1985,Burlington,Ontario,L7M,,1999 RA1 BUCKWA
10/09/1985,Oakville,Ontario,L6M,,2000 VO4 CHAOS  1999 VO4 VISION  1998 RA4 SHOES
13/09/1985,Mississauga,Ontario,L5L,,1998 FR1 BUDDY
13/09/1985,,,,Japan,2000 VO4 EXIT
17/09/1985,Markham,Ontario,L3P,,1998 FR4 DANTE;DOC  1997 RA5 REV
17/09/1985,Oakville,Ontario,L6J,,1998 FR4 LUTHER;HOLMES
18/09/1985,Scarborough,Ontario,M1M,,1999 RA4 COLOSSUS;FARENCH  1998 RA5 JIF  1997 RA5 SNAGGLEPUS  1996 FR5 DIJON
20/09/1985,Hampton,Ontario,L0B,,1999 RA3 REV
22/09/1985,Toronto,Ontario,M5M,,2000 VO2 PENDING  1999 VO2 LIPTON  1998 FR2 STANLY  1997 FR3 WINDY  1996 RO4 DIGBY
23/09/1985,Mississauga,Ontario,L5L,,2001 VO2 UHAUL;  2001 VO3 MONTY  2000 RA2 WAUZZI;BIGFINISH
23/09/1985,Shelbourne,Ontario,L0N,,2000 VO2 STIX  1999 RA3 COLOSSUS  1998 RA2 LIPTON
23/09/1985,Waterdown,Ontario,L0R,,1997 RO4 STARTER;HOOVER
25/09/1985,Oakville,Ontario,L6H,,1999 VO5 MEKKA  1997 RA5 JEX
25/09/1985,Port Carling,Ontario,P0B,,2000 VO3 WOLVERINE  1999 RA1 PACEY;  1999 RA3 DINGO
25/09/1985,Toronto,Ontario,M8Y,,1999 VO1 SLICK  1998 FR1 STANLY
30/09/1985,Utterson,Ontario,P0B,,1996 FR5 SQUEAK  1995 RO5 ESSO
30/09/1985,,Quebec,H3Z 2C3,,1996 RO4 ROOTBEER
01/10/1985,Mississauga,Ontario,L5L,,1995 RO5 ESSO
01/10/1985,St. Catherines,Ontario,L2N,,1995 FR5 DEEMO  1994 RO5 DEEMO
04/10/1985,Etobicoke,Ontario,M8V,,1996 RO1 SOCKIT
08/10/1985,Pickering,Ontario,L1X,,2019 WP5 ZUKO;SANDMAN;GYRO;HAIKU  2018 WP3 WORK PROGRAM; MOOSE;TRIMMER;BIG.FISH  2017 WP3 WORK PROGRAM  2013 WP1 WORK PROGRAM  2013 WP4 WORK PROGRAM  2012 WP5 WORK PROGRAM  2011 WP2 WORK PROGRAM  2010 WP3 WORK PROGRAM  2009 WP3 WORK PROGRAM  2008 WP4 WORK
09/10/1985,Ajax,Ontario,L1S,,1996 FR5 SQUEAK
09/10/1985,Oakville,Ontario,L6K,,1999 VO4 VISION  1998 RA4 SHOES  1997 RO1 STARTER
11/10/1985,Stouffville,Ontario,L4A,,1999 VO5 DIJON  1998 VO5 ZAZOO
11/10/1985,,,,France,1997 RO2 STEAM;  1997 RO3 SWAT
13/10/1985,Port Perry,Ontario,L9L,,2000 RA3 SOCKO  1996 RO5 SARGE
15/10/1985,Mississauga,Ontario,L4T,,1999 RA2 PACEY;MR.CLEAN  1998 FR4 STIX
17/10/1985,New Liskeard,Ontario,P0J,,1998 RA5 BOOTS  1997 RA5 THE  1996 RO5 KEI
17/10/1985,Thornhill,Ontario,L3T,,1996 FR5 BOKA;PFEIFFER
18/10/1985,Mississauga,Ontario,L5L,,2000 VO2 PENDING  1999 RA4 HOBY  1998 FR1 BUDDY;  1998 FR4 STIX  1997 RO2 SWAT;MILLHOUSE;  1997 RO4 STEAM;UTAH  1996 RO1 SAX
27/10/1985,North York,Ontario,M3C,,1998 FR1 PONDER  1997 RO1 STARTER  1995 RO5 MURDOCH
30/10/1985,Owen Sound,Ontario,N4K,,1999 FR1 ORF  1997 RO3 DESCARTES
31/10/1985,St.Thomas,Ontario,N5P,,1999 RA1 REV
31/10/1985,Toronto,Ontario,M4A,,1999 VO2 LUTHER  1998 RA2 DIESEL  1997 FR2 WIGGUM  1996 RO2 WINDY;RAEZ
01/11/1985,Tottenham,Ontario,L0G,,1997 RO1 JAM
03/11/1985,Oakville,Ontario,L6J,,1999 VO4 MEKKA
05/11/1985,Toronto,Ontario,M3A,,2001 VO5 BEC  2000 VO4 CHAOS
06/11/1985,Don Mills,Ontario,M3B,,2000 VO2 OATS  1999 RA2 COLOSSUS;HOBY;  1999 RA3 DINGO  1998 FR1 UTAH  1998 FR2 BOMBER  1998 FR3 BLITZ  1997 RO1 STARTER;  1997 RO2 STEAM
08/11/1985,Brampton,Ontario,L6Y,,1999 RA2 HAMISH
08/11/1985,Penetanguishene,Ontario,L9M,,2001 VO1 UHAUL
10/11/1985,Unionville,Ontario,L3R,,1997 FR4 HANGER  1996 FR5 BOKA;PFEIFFER
12/11/1985,Port McNicoll,Ontario,L0K,,1996 RO5 DIGBY
13/11/1985,Mississauga,Ontario,L5E,,2000 VO4 CHAOS  1999 RA2 COLOSSUS;HOBY
13/11/1985,,,,Japan,2000 VO4 DOME
14/11/1985,Shelburne,Ontario,L0N,,1998 RA4 SNORE  1997 RO2 STEAM
14/11/1985,St. Mary's,Ontario,N4X,,1999 RA1 STIX  1998 FR1 PONDER
15/11/1985,Baltimore,Ontario,K0K,,2000 VO1 OATS  1999 VO4 MUFASSA  1998 FR3 UTAH
15/11/1985,London,Ontario,N5Y,,1999 RA4 RUGGER  1998 FR1 UTAH
21/11/1985,Mississauga,Ontario,L6J,,2000 RA2 WAUZZI;BIGFINISH
22/11/1985,Oakville,Ontario,L6M,,1999 VO2 LUTHER  1998 FR2 MCLEAN  1997 RO4 SAX
22/11/1985,Port Sydney,Ontario,P0B,,1996 RO5 JIFF
24/11/1985,Whitby,Ontario,N4K,,2000 RA1 NILES  1998 RA5 LIPTON
26/11/1985,Mississauga,Ontario,L5K,,1999 RA1 BUCKWA
26/11/1985,Oshawa,Ontario,L1K,,1999 RA1 HAMISH;COLOSSUS  1998 FR1 STIX  1997 RA5 JEX
26/11/1985,Pickering,Ontario,L1W,,1998 VO5 HAVOC
26/11/1985,Pickering,Ontario,L1X,,2000 VO4 BIGTRAIN  1999 VO4 LUTHER;KOUNSELLOR  1998 RA4 SNORE  1997 FR4 STIX  1996 RO4 ROOTBEER  1995 RO4 VADOR  1994 RO5 MURDOCH
27/11/1985,Brantford,Ontario,N3T,,1999 RA1 REV
28/11/1985,Toronto,Ontario,M4G,,1998 VO5 SAX  1997 RO3 STEAM
29/11/1985,Brampton,Ontario,L6W,,1997 RA5 REV
29/11/1985,Hamilton,Ontario,L9C,,1999 RA3 RUGGER  1998 FR3 DRIFT
29/11/1985,Mississauga,Ontario,L4W,,1999 VO1 LIPTON  1998 RA1 RUSTY
29/11/1985,Unionville,Ontario,L3R,,1995 RO5 BACON
01/12/1985,Belleville,Ontario,K8P,,2000 VO3 FEZZIK  1998 FR3 DANTE  1997 RO3 TIGER
01/12/1985,Scarborough,Ontario,M1T,,2000 VO2 OATS  1999 RA2 STIX;HULIO  1998 FR2 STIX  1997 RO2 JAM;LJ
01/12/1985,Toronto,Ontario,M4E,,1998 FR1 DRIFT;MCLEAN
01/12/1985,Toronto,Ontario,M6S,,1998 FR1 STANLY  1997 RO2 RAEZ  1996 RO2 ROOTBEER
02/12/1985,Toronto,Ontario,M4T,,1999 RA4 CRASH;BHANK  1998 FR3 BLITZ  1997 FR5 WAZO
03/12/1985,Gravenhurst,Ontario,P1P,,2000 VO4 SAX
03/12/1985,Havelock,Ontario,K0L,,2000 VO2 STIX
03/12/1985,,Texas,,United States,2001 VO3 PRONE
05/12/1985,Toronto,Ontario,M5T,,1999 RA1 PACEY  1998 VO5 LUTHER  1997 RA5 THE  1996 RO5 DIGBY  1995 RO5 BACON
09/12/1985,Georgetown,Ontario,L7G,,1998 FR4 WIGGUM;WATERS  1997 RO4 SAX
09/12/1985,London,Ontario,N5M,,1997 FR2 JIF;DANTE
09/12/1985,Mississauga,Ontario,L5C,,2000 VO3 ROSCO  2000 VO4 ROSCO  1999 RA1 BUDS
14/12/1985,Woodstock,Ontario,N4T,,1999 VO2 LIPTON  1998 FR2 STANLY  1997 RA5 JEX  1996 FR5 DRIFT  1995 RO5 MURDOCH
16/12/1985,Huntsville,Ontario,P1H,,2004 VO5 NILES
17/12/1985,North York,Ontario,M3B,,1999 VO1 CODY
17/12/1985,Toronto,Ontario,M4E,,2000 VO2 STIX
20/12/1985,Oakville,Ontario,L6J,,1998 FR3 UTAH  1997 FR4 STIX
20/12/1985,Toronto,Ontario,M6P,,1999 RA3 RUGGER  1998 FR4 WIGGUM;WATERS  1997 FR5 BUBBA
21/12/1985,Scarborough,Ontario,M1B,,2000 VO4 EXIT
23/12/1985,Mississauga,Ontario,L4W,,1995 RO5 BACON
23/12/1985,Southampton,Ontario,N0H,,1996 FR5 BOKA;PFEIFFER
24/12/1985,Angus,Ontario,L0M,,1999 RA1 REV
24/12/1985,Oakville,Ontario,L6H,,2000 VO2 OATS  1999 RA2 COLOSSUS;HOBY  1998 FR2 UTAH  1997 RO2 MITRE
24/12/1985,Richmond Hill,Ontario,L4E,,2000 RA1 SOCKO
25/12/1985,Milton,Ontario,L9T,,1999 RA4 PACEY
27/12/1985,Guelph,Ontario,N1H,,1999 RA3 COLOSSUS
27/12/1985,Shelburne,Ontario,L0N,,2000 VO2 STIX  1999 RA3 COLOSSUS  1998 RA2 LIPTON  1997 RO2 STEAM
28/12/1985,Stittsville,Ontario,K2S,,2000 VO3 KOUNSELLOR  1999 RA3 STIX  1998 FR3 GRUBB  1997 RO3 UORIK  1996 RO2 TIGER
28/12/1985,Toronto,Ontario,M6E,,1998 FR3 BUDS;HOUSTON
30/12/1985,Oakville,Ontario,L6J,,2001 VO1 BEAKER
30/12/1985,Oakville,Ontario,L6M,,2000 VO1 OATS  1999 VO2 LUTHER  1998 RA1 SNORE  1997 RA5 REV  1996 FR5 DRIFT
31/12/1985,Oakville,Ontario,L6H,,2000 VO2 OATS  1999 RA2 COLOSSUS;HOBY  1998 FR2 UTAH  1997 RO2 MITRE  1996 RO5 KEI
31/12/1985,Scarborough,Ontario,M1W,,1999 RA2 DINGO
31/12/1985,St. Mary's,Ontario,N4X,,1999 RA1 STIX  1998 FR1 PONDER  1997 RO1 JAM
01/01/1986,Haileybury,Ontario,P0J,,2000 VO4 ZORRO  1998 FR4 LUTHER;HOLMES  1997 RO4 STARTER;HOOVER
02/01/1986,Sandford,Ontario,L0C,,1998 FR1 DRIFT;MCLEAN
03/01/1986,Markham,Ontario,L3R,,2000 VO1 ZORRO
04/01/1986,Toronto,Ontario,M5M,,2000 VO2 FRESH
04/01/1986,Toronto,Ontario,M5M,,2000 VO2 FRESH  1999 RA2 HAMISH
05/01/1986,Port Perry,Ontario,L9L,,1997 RO2 STARTER;ROCKY
06/01/1986,Perth,Ontario,K7H,,1999 VO5 DIJON  1998 VO5 LINK  1997 RO1 SWAT
06/01/1986,,,,Japan,2000 VO4 SAX
07/01/1986,Sault Ste Marie,Ontario,P6A,,2002 VO5 YUKON;MAGNUM  1998 FR1 DRIFT;MCLEAN
07/01/1986,Toronto,Ontario,M6G,,1997 FR5 WAZO
09/01/1986,Guelph,Ontario,N1H,,2000 VO4 FRESH  1999 VO5 DIJON
10/01/1986,Burlington,Ontario,L7M,,2000 VO2 ZORRO
10/01/1986,,Texas,,United States,1999 RA1 LUD;  1999 RA2 BUCKWA;ORWELL  1998 FR1 BOMBER;COSMO;  1998 FR2 DRIFT  1997 RO2 RAEZ
14/01/1986,Fenwick,Ontario,L0S,,2000 VO5 LUTHER  1999 VO5 HAVIC  1998 FR1 STIX
15/01/1986,Toronto,Ontario,M5B,,2001 VO1 BEAKER  2000 VO5 DUKE  1999 RA1 LUD  1998 FR3 BLITZ  1997 FR5 DRIFT
16/01/1986,Toronto,Ontario,M4N,,2000 VO4 PETIE  1999 RA2 PACEY;MR.CLEAN  1998 FR3 BLITZ  1997 FR5 WAZO
17/01/1986,Scarborough,Ontario,M1C,,1997 RO4 VADER
17/01/1986,Toronto,Ontario,M6P,,1999 VO5 DUNDEE  1998 RA5 BODIE  1996 RO5 TIPPER
20/01/1986,Whitby,Ontario,L1N,,1999 VO5 HAVIC
21/01/1986,Roslin,Ontario,K0K,,2000 VO1 DUKE  1999 RA1 REV  1998 FR1 BOMBER;COSMO  1997 RO1 SAX
23/01/1986,,Michigan,,United States,2002 VO1 KOUNSELLOR  2001 VO1 NILES  1998 FR2 GRUBB  1997 RO2 SWAT;MILLHOUSE  1996 RO1 ROOTBEER;KABOOSE
25/01/1986,Sault Ste Marie,Ontario,P6A,,1999 RA4 REV;SOCKO
27/01/1986,,,,Japan,2000 VO4 SAX
31/01/1986,Etobicoke,Ontario,M9V,,1999 RA2 HAMISH
03/02/1986,,Massachusetts,,United States,1997 RO3 DESCARTES
03/02/1986,Woodville,Ontario,K0M,,1998 RA3 TOFU
04/02/1986,,Florida,,United States,1999 RA2 STIX;HULIO
